FIPS_CODE,Weekly_Wage,Total_Wages,Establishment_Count,Employment_Level
13067,630.41734417344173,29481727099.0,85,1120
C3654,435.92471264367816,25722913827.0,106,1286
72135,96.347426470588232,52191912.0,4,21
39057,329.38021201413426,5131491602.0,16,279
28113,209.48979591836735,487113116.0,7,73
30001,129.70151515151514,104677539.0,4,21
06045,286.89564564564563,1357494322.0,21,129
28073,208.83618843683084,670475719.0,10,104
C4222,556.56261343012704,11910833351.0,78,654
C4526,528.75,89019047.0,300,NA
37145,171.48648648648648,405356578.0,6,53
09011,498.70598388952817,7827050938.0,28,363
27063,126.54513888888889,162511749.0,4,30
13241,143.73529411764707,135793468.0,5,29
CS521,841.5,12485658974.0,22926,285338
18015,164.89454545454547,107397457.0,5,26
29115,150.1182608695652,106601965.0,4,23
CS388,764.0,6836179844.0,9496,NA
46113,171.99681528662421,138627147.0,2,46
24011,157.34935064935064,368084081.0,5,54
25019,234.50271002710028,261446524.0,9,27
21061,119.01072386058981,35497331.0,2,12
29081,117.80340264650283,55936321.0,3,17
08081,209.45516304347825,178670074.0,4,22
31053,208.78213935230619,657967383.0,8,77
01015,303.69692423105778,2126379695.0,13,184
19167,240.98715203426124,877492861.0,10,110
26073,207.81902123730379,900862203.0,8,110
CS536,813.75,15362539336.0,19641,362990
30031,359.95315427857588,2384135179.0,24,168
C3638,641.0,351944208.0,995,10558
21029,197.15164369034994,742145928.0,8,105
36107,172.95164835164834,611919089.0,7,63
20111,177.38356164383561,460784580.0,6,68
13047,170.0390804597701,543834045.0,7,79
CS362,602.0,690670432.0,1394,22061
22000,681.55324940455932,144619653353.0,308,4337
72053,137.58037225042301,267022729.0,6,72
C1446,718.30384807596204,234989687952.0,504,6450
C4630,589.25,1353585682.0,3402,44182
28035,299.58739495798318,1650737743.0,11,155
12093,179.0,400651127.0,7,55
21225,153.87192118226602,328948952.0,4,42
26119,130.34624145785878,45548380.0,3,14
08121,121.56216216216217,31772137.0,2,9
53075,211.02370689655172,486563987.0,10,64
C4546,218.10930232558138,2300856347.0,18,208
C4794,226.50970149253732,3600444264.0,23,260
55101,343.97464016449624,4117423495.0,19,274
20137,130.06407322654462,61832754.0,2,18
51690,175.07858048162231,327497564.0,8,53
22051,491.57432432432432,13040242648.0,50,608
01073,603.60943106099432,28429025736.0,63,1138
20159,149.36900369003689,117594271.0,4,28
05053,131.21507352941177,110894771.0,4,24
46099,482.73946587537091,8009339380.0,27,434
20189,155.59558823529412,87377396.0,3,19
51111,98.467268623024836,57787431.0,4,19
51169,141.74165202108964,127400524.0,5,31
C2710,288.61803278688524,2486428632.0,15,210
C2002,176.35353535353536,1600122123.0,20,166
C1542,616.75,553196582.0,1435,17234
C4074,621.25,668841385.0,1704,20697
39015,174.62435233160622,260056726.0,5,45
40039,227.2187171398528,634401066.0,7,64
CS164,663.25,2020691955.0,4403,58574
16043,159.39208633093526,83562454.0,4,21
C2014,664.0,646064903.0,1278,18712
53055,207.35547785547786,190029709.0,7,29
39113,492.75779625779626,17411600320.0,43,821
53000,811.98780487804879,278403246733.0,596,6845
01119,157.36041666666668,85833724.0,3,22
C1786,323.44345718901457,3242049655.0,25,310
21043,179.29868228404101,148302466.0,5,32
04003,296.8699311400153,2167144847.0,12,158
CS350,836.5,28914262533.0,39833,664859
39023,287.70164168451106,2273952260.0,12,190
C1474,376.43061840120663,2863326845.0,36,247
C3038,667.5,538124784.0,1027,15498
27029,101.66309012875537,76730473.0,3,20
20097,116.50151057401813,26560904.0,2,11
C4086,749.0,1074234989.0,2380,27569
26013,123.30309278350515,78672957.0,3,19
20015,238.97093023255815,711222531.0,9,89
29061,94.616336633663366,24379675.0,3,10
51079,156.24173913043478,88834031.0,5,19
C1214,786.25,819859829.0,977,20056
21141,158.12352168199737,301598756.0,5,42
29121,138.99279538904898,142334676.0,4,30
C2134,403.49515738498792,8280904486.0,59,616
54003,270.83555926544238,1615125892.0,10,135
C1076,604.0,438405431.0,910,NA
22107,127.38196286472149,24069970.0,2,6
24037,317.15296367112813,4287066304.0,13,243
20043,128.98202247191011,60192665.0,3,17
CS122,984.5,128787005457.0,166795,2516164
56043,162.28116710875332,127915305.0,4,17
C2534,1025.75,942166203.0,722,NA
05109,149.86469344608881,69820074.0,3,21
29169,229.64253393665157,683961112.0,6,90
28051,162.42340425531916,110848534.0,4,33
48461,246.29554655870444,200090995.0,3,28
54081,316.37479406919277,1800762055.0,12,156
C4306,622.5,717584811.0,1323,22172
C3542,642.25,1178325178.0,2300,35277
30083,289.55792276964047,551691266.0,6,49
C1426,293.18136439267886,11384215429.0,70,622
C4332,687.5,942902014.0,1632,26369
21125,249.41033138401559,880697105.0,9,102
C3510,159.54855643044618,1051991951.0,16,113
17011,178.08675799086757,443435500.0,7,53
51073,196.728555917481,268951551.0,7,40
C3770,151.42939814814815,12043087277.0,21,NA
48113,937.28371501272261,168766177004.0,210,4267
C1726,640.75,276337919.0,659,8290
05099,84.132075471698116,51503272.0,3,15
56005,362.44496268656718,2421678106.0,11,153
48173,111.44680851063829,7642526.0,3,5
72999,359.96984924623115,109781127.0,4,10
C3810,597.75,307096219.0,816,9881
48449,206.58636363636364,543732371.0,5,73
33011,633.39400665926746,17345960118.0,46,677
31147,131.13123844731979,66162658.0,4,18
C1058,443.30193095377416,21649435389.0,92,1039
01095,254.44675540765391,1591502622.0,11,163
55139,312.13929313929316,5712415353.0,17,337
35039,186.26218097447796,337574529.0,5,53
C1418,783.75,744617150.0,1223,18258
53017,203.56512378902045,360419518.0,9,51
48473,224.44536940686785,709426123.0,5,66
C4046,600.0,413724735.0,877,13260
51830,208.84487951807228,307639715.0,5,57
31127,138.85964912280701,52758595.0,3,16
36073,193.57777777777778,547509304.0,6,72
C3738,599.5,603239891.0,2082,NA
42015,233.97200772200773,1392446782.0,11,128
C2792,702.75,498772977.0,766,13646
51750,123.36348949919224,149556010.0,3,23
42115,195.50998824911869,357895273.0,8,49
C3714,779.25,1883030388.0,3075,46466
17111,402.06453522794556,5850574812.0,37,332
C3006,583.25,370556106.0,833,12213
31129,128.02820512820512,37510469.0,3,14
18047,137.77348993288589,128915866.0,4,29
42093,156.26046511627908,800891779.0,4,74
47143,176.99117647058824,476563458.0,4,63
13295,169.40330188679246,432917190.0,6,69
55053,141.08503401360545,234277510.0,5,48
C3694,758.25,847062838.0,941,21508
26063,193.10206422018348,446953467.0,7,60
15000,653.08202038924935,46241660403.0,126,1938
46053,119.59637188208617,39928898.0,3,14
C1746,556.06484817292846,67503435838.0,190,2734
31161,137.14141414141415,52619421.0,4,21
39999,799.13670411985015,12731701655.0,80,414
39041,390.98467688207859,5438102468.0,21,282
30095,131.69075630252101,90349727.0,3,15
48353,159.9984962406015,235776470.0,4,37
CS566,692.5,8837239545.0,15450,245416
28121,369.05843681519355,3079591152.0,19,246
08049,228.54980595084089,288231005.0,7,50
72003,99.224347826086955,61807139.0,5,28
C1518,283.88367203924315,4325247913.0,30,465
CS446,710.5,1136006720.0,2370,30755
18029,237.65877287405812,611137658.0,7,79
35047,162.86928934010152,188230831.0,5,36
C4378,224.28058510638297,4420941702.0,29,319
C3970,624.75,128240001.0,316,3957
C1390,237.1658878504673,2355498270.0,23,166
USNMS,797.0,772588625189.0,1752916,18638200
17013,145.61071428571429,18915430.0,2,11
C1218,739.5,1000921218.0,1828,26021
